"phi","n","CI","target","cov","LB","UB"
0.4,100,"bcCI","sigma",0.8986,0.89247851963719,0.904412771104947
0.4,100,"bcaCI","sigma",0.8807,0.874149168489455,0.886956155131348
0.4,200,"stdCI","sigma",0.9143,0.908601885046728,0.919677035922611
0.4,200,"stuCI","sigma",0.9252,0.919827521121203,0.930242762166304
0.4,200,"pctCI","sigma",0.9112,0.905414326079375,0.916667043158344
0.4,200,"ctrCI","sigma",0.9136,0.907881930171866,0.918997543918536
0.4,200,"propCI","sigma",0.9144,0.908704744627609,0.919774097310386
0.4,200,"bcCI","sigma",0.915,0.909321949102345,0.920356418572816
0.4,200,"bcaCI","sigma",0.9068,0.900893531303921,0.912391307613079
0.4,400,"stdCI","sigma",0.9316,0.926433228763274,0.936431956556191
0.4,400,"stuCI","sigma",0.9375,0.932533870714348,0.94212659254598
0.4,400,"pctCI","sigma",0.9284,0.923128914874428,0.933338822253043
0.4,400,"ctrCI","sigma",0.9312,0.926020023515992,0.93604548111042
0.4,400,"propCI","sigma",0.9303,0.92509048731535,0.935175735398207
0.4,400,"bcCI","sigma",0.9312,0.926020023515992,0.93604548111042
0.4,400,"bcaCI","sigma",0.922,0.916528876555968,0.927143947822564
0.4,800,"stdCI","sigma",0.9344,0.929327048385084,0.939135898940267
0.4,800,"stuCI","sigma",0.939,0.93408673301928,0.943572525667916
0.4,800,"pctCI","sigma",0.9317,0.926536537650403,0.936528567826964
0.4,800,"ctrCI","sigma",0.9336,0.928499991732264,0.938363595543195
0.4,800,"propCI","sigma",0.9318,0.926639849579956,0.936625176049125
0.4,800,"bcCI","sigma",0.9326,0.92746645529104,0.93739793132623
0.4,800,"bcaCI","sigma",0.9287,0.923438567452795,0.933628930692301
0.4,1600,"stdCI","sigma",0.9388,0.933879639007935,0.943379780393013
0.4,1600,"stuCI","sigma",0.9406,0.935744003514238,0.945113968261627
0.4,1600,"pctCI","sigma",0.9356,0.930568020615465,0.940293965959926
0.4,1600,"ctrCI","sigma",0.9376,0.932637370479841,0.942223012530722
0.4,1600,"propCI","sigma",0.9386,0.933672559176654,0.943187020905572
0.4,1600,"bcCI","sigma",0.9375,0.932533870714348,0.94212659254598
0.4,1600,"bcaCI","sigma",0.9315,0.926329922912401,0.936335342242995
0.4,3200,"stdCI","sigma",0.9425,0.937713244470407,0.94694319617824
0.4,3200,"stuCI","sigma",0.9441,0.939372633566038,0.948482515069869
0.4,3200,"pctCI","sigma",0.9391,0.934190285362793,0.943668892955268
0.4,3200,"ctrCI","sigma",0.9408,0.935951228139417,0.945306582618196
0.4,3200,"propCI","sigma",0.9401,0.93522600648526,0.944632367683914
0.4,3200,"bcCI","sigma",0.939,0.93408673301928,0.943572525667916
0.4,3200,"bcaCI","sigma",0.9335,0.928396623958577,0.938267043280522
