"phi","n","blksize","CI","target","cov","LB","UB"
0.4,1600,12,"pctCI","sigma",0.9423,0.937505891280556,0.946750710695684
0.4,1600,12,"ctrCI","sigma",0.941,0.936158467619992,0.945499182084118
0.4,1600,12,"bcCI","sigma",0.9429,0.938127997352226,0.947328120527245
0.4,1600,12,"bcaCI","sigma",0.9412,0.936365722026615,0.945691766588441
0.4,1600,12,"propCI","sigma",0.9432,0.938439103003567,0.94761677269798
0.4,1600,24,"stdCI","sigma",0.9395,0.934604530513794,0.944054326245218
0.4,1600,24,"stuCI","sigma",0.9439,0.93916515440938,0.948290155866628
0.4,1600,24,"pctCI","sigma",0.938,0.933051404120247,0.942608657813575
0.4,1600,24,"ctrCI","sigma",0.9373,0.932326881502833,0.941933742233932
0.4,1600,24,"bcCI","sigma",0.9373,0.932326881502833,0.941933742233932
0.4,1600,24,"bcaCI","sigma",0.9385,0.933569024558344,0.943090635852426
0.4,1600,24,"propCI","sigma",0.9383,0.933361965876285,0.942897855167544
0.4,200,12,"stdCI","sigma",0.9069,0.900996232912702,0.912488527212252
0.4,200,12,"stuCI","sigma",0.9301,0.924883956406104,0.934982425817084
0.4,200,12,"pctCI","sigma",0.8974,0.891248089338249,0.903244144177746
0.4,200,12,"ctrCI","sigma",0.9078,0.901920637395624,0.913363413470414
0.4,200,12,"bcCI","sigma",0.9063,0.900380053045366,0.911905179788944
0.4,200,12,"bcaCI","sigma",0.908,0.902126082743139,0.913557810477567
0.4,200,12,"propCI","sigma",0.9041,0.898121330667628,0.90976563457345
0.4,200,6,"stdCI","sigma",0.9152,0.909527701913713,0.920550507645107
0.4,200,6,"stuCI","sigma",0.926,0.920652605458594,0.931017041785251
0.4,200,6,"pctCI","sigma",0.9072,0.901304349704803,0.912780174026704
0.4,200,6,"ctrCI","sigma",0.9177,0.912100384452367,0.92297584740032
0.4,200,6,"bcCI","sigma",0.9148,0.909116205303321,0.920162320473761
0.4,200,6,"bcaCI","sigma",0.9191,0.91354172560102,0.924333397681568
0.4,200,6,"propCI","sigma",0.9128,0.907059256755635,0.918220849265558
0.4,3200,15,"stdCI","sigma",0.9421,0.93729855349081,0.94655820977546
0.4,3200,15,"stuCI","sigma",0.944,0.939268891980048,0.948386337480964
0.4,3200,15,"pctCI","sigma",0.9408,0.935951228139417,0.945306582618196
0.4,3200,15,"ctrCI","sigma",0.9414,0.936572991430536,0.945884336059618
0.4,3200,15,"bcCI","sigma",0.9407,0.935847613974296,0.945210277296831
0.4,3200,15,"bcaCI","sigma",0.9416,0.936780275903603,0.946076890425495
0.4,3200,15,"propCI","sigma",0.9416,0.936780275903603,0.946076890425495
0.4,3200,30,"stdCI","sigma",0.9438,0.939061420843964,0.948193970236971
0.4,3200,30,"stuCI","sigma",0.9462,0.941552152724964,0.950501296166016
0.4,3200,30,"pctCI","sigma",0.9414,0.936572991430536,0.945884336059618
0.4,3200,30,"ctrCI","sigma",0.9422,0.937402220465351,0.94665446216058
0.4,3200,30,"bcCI","sigma",0.9405,0.935640396750503,0.945017655521359
0.4,3200,30,"bcaCI","sigma",0.9406,0.935744003514238,0.945113968261627
0.4,3200,30,"propCI","sigma",0.9416,0.936780275903603,0.946076890425495
0.4,400,15,"stdCI","sigma",0.9284,0.923128914874428,0.933338822253043
0.4,400,15,"stuCI","sigma",0.9383,0.933361965876285,0.942897855167544
0.4,400,15,"pctCI","sigma",0.9223,0.916838011964269,0.927434574388321
0.4,400,15,"ctrCI","sigma",0.9261,0.920755753203096,0.931113814512622
0.4,400,15,"bcCI","sigma",0.9259,0.920549460437469,0.930920266329426
0.4,400,15,"bcaCI","sigma",0.9257,0.920343178545124,0.930726707252709
0.4,400,15,"propCI","sigma",0.9274,0.922096924042238,0.932371609337994
0.4,400,8,"stdCI","sigma",0.9315,0.926329922912401,0.936335342242995
0.4,400,8,"stuCI","sigma",0.9381,0.933154921213875,0.942705060431186
0.4,400,8,"pctCI","sigma",0.9275,0.922200110454914,0.932468343324294
0.4,400,8,"ctrCI","sigma",0.9299,0.924677437282333,0.934789104427107
0.4,400,8,"bcCI","sigma",0.9294,0.924161190729942,0.934305749593921
0.4,400,8,"bcaCI","sigma",0.9305,0.925297030056914,0.935369033123467
0.4,400,8,"propCI","sigma",0.9297,0.924470929897528,0.934595771274949
0.4,800,10,"stdCI","sigma",0.9375,0.932533870714348,0.94212659254598
0.4,800,10,"stuCI","sigma",0.9403,0.935433194277224,0.944825018960558
0.4,800,10,"pctCI","sigma",0.9347,0.929637247536826,0.939425459695112
0.4,800,10,"ctrCI","sigma",0.9362,0.931188684255478,0.940872821561354
0.4,800,10,"bcCI","sigma",0.9368,0.931809468314844,0.94145155647973
0.4,800,10,"bcaCI","sigma",0.9375,0.932533870714348,0.94212659254598
0.4,800,10,"propCI","sigma",0.9349,0.929844063151603,0.939618483983526
0.4,800,19,"stdCI","sigma",0.936,0.930981783073375,0.940679883025309
0.4,800,19,"stuCI","sigma",0.9424,0.937609565945778,0.946846955371381
0.4,800,19,"pctCI","sigma",0.9335,0.928396623958577,0.938267043280522
0.4,800,19,"ctrCI","sigma",0.9363,0.93129213986023,0.940969285804703
0.4,800,19,"bcCI","sigma",0.9343,0.929223655112469,0.939039372230309
0.4,800,19,"bcaCI","sigma",0.9355,0.930464588272768,0.940197478403838
0.4,800,19,"propCI","sigma",0.935,0.929947475833823,0.939714991242461
