"phi","n","blksize","CI","target","cov","LB","UB"
0.4,1600,24,"bcaCI","mu",0.9358,0.93077489521264,0.940486931138822
0.4,1600,24,"propCI","mu",0.9367,0.931705995875154,0.94135510910837
0.4,200,12,"stdCI","mu",0.9104,0.904592065434945,0.915889935098023
0.4,200,12,"stuCI","mu",0.9321,0.926949803685158,0.936914982361705
0.4,200,12,"pctCI","mu",0.9064,0.900482744735207,0.912002409321339
0.4,200,12,"ctrCI","mu",0.9088,0.902947945350277,0.914335317169852
0.4,200,12,"bcCI","mu",0.9072,0.901304349704803,0.912780174026704
0.4,200,12,"bcaCI","mu",0.9061,0.900174675588625,0.911710714792719
0.4,200,12,"propCI","mu",0.907,0.901098936513854,0.912585744816173
0.4,200,6,"stdCI","mu",0.9184,0.912820996671071,0.923654680994267
0.4,200,6,"stuCI","mu",0.9281,0.922819287946867,0.93304868811341
0.4,200,6,"pctCI","mu",0.9148,0.909116205303321,0.920162320473761
0.4,200,6,"ctrCI","mu",0.9169,0.911276968810422,0.922199896165197
0.4,200,6,"bcCI","mu",0.9153,0.909630581708046,0.92064754878717
0.4,200,6,"bcaCI","mu",0.9142,0.908499027693986,0.919579972303166
0.4,200,6,"propCI","mu",0.9158,0.910145014711557,0.921132720410873
0.4,3200,15,"stdCI","mu",0.9441,0.939372633566038,0.948482515069869
0.4,3200,15,"stuCI","mu",0.9458,0.941136864847053,0.950116908170437
0.4,3200,15,"pctCI","mu",0.9424,0.937609565945778,0.946846955371381
0.4,3200,15,"ctrCI","mu",0.9422,0.937402220465351,0.94665446216058
0.4,3200,15,"bcCI","mu",0.942,0.937194890347625,0.946461953549674
0.4,3200,15,"bcaCI","mu",0.9417,0.936883923813686,0.946173161921232
0.4,3200,15,"propCI","mu",0.9431,0.938335397196727,0.947520559240502
0.4,3200,30,"stdCI","mu",0.9455,0.940825443123844,0.949828572873242
0.4,3200,30,"stuCI","mu",0.9486,0.944045333198836,0.952806167061641
0.4,3200,30,"pctCI","mu",0.9456,0.940929246178648,0.949924688836119
0.4,3200,30,"ctrCI","mu",0.9434,0.938646526435033,0.94780918776582
0.4,3200,30,"bcCI","mu",0.9439,0.93916515440938,0.948290155866628
0.4,3200,30,"bcaCI","mu",0.9446,0.939891402081272,0.94896334227585
0.4,3200,30,"propCI","mu",0.9448,0.940098937951994,0.949155644621243
0.4,400,15,"stdCI","mu",0.9254,0.920033776005976,0.930436348300608
0.4,400,15,"stuCI","mu",0.9375,0.932533870714348,0.94212659254598
0.4,400,15,"pctCI","mu",0.924,0.918590215847038,0.929081020915243
0.4,400,15,"ctrCI","mu",0.9233,0.917868629554041,0.928403163084021
0.4,400,15,"bcCI","mu",0.9225,0.917044114962956,0.927628312683194
0.4,400,15,"bcaCI","mu",0.9223,0.916838011964269,0.927434574388321
0.4,400,15,"propCI","mu",0.9246,0.919208820710553,0.929661939401593
0.4,400,8,"stdCI","mu",0.9252,0.919827521121203,0.930242762166304
0.4,400,8,"stuCI","mu",0.9314,0.926226620091641,0.936238724893542
0.4,400,8,"pctCI","mu",0.9226,0.917147170293747,0.927725177992397
0.4,400,8,"ctrCI","mu",0.9221,0.916631919152748,0.927240825888281
0.4,400,8,"bcCI","mu",0.9231,0.917662485443772,0.928209465973896
0.4,400,8,"bcaCI","mu",0.923,0.91755941726574,0.928112613534798
0.4,400,8,"propCI","mu",0.9228,0.917353288640869,0.927918900911618
0.4,800,10,"stdCI","mu",0.9354,0.930361159224483,0.940100987546209
0.4,800,10,"stuCI","mu",0.9395,0.934604530513794,0.944054326245218
0.4,800,10,"pctCI","mu",0.9327,0.927569794883624,0.937494511828635
0.4,800,10,"ctrCI","mu",0.9331,0.927983184371631,0.937880802656161
0.4,800,10,"bcCI","mu",0.9316,0.926433228763274,0.936431956556191
0.4,800,10,"bcaCI","mu",0.9309,0.925710151226021,0.935755592816701
0.4,800,10,"propCI","mu",0.9323,0.927156455081475,0.93710817121255
0.4,800,19,"stdCI","mu",0.9352,0.930154310982767,0.939907995954818
0.4,800,19,"stuCI","mu",0.9435,0.938750244079226,0.947905389356528
0.4,800,19,"pctCI","mu",0.9328,0.927673137581544,0.937591089219285
0.4,800,19,"ctrCI","mu",0.9326,0.92746645529104,0.93739793132623
0.4,800,19,"bcCI","mu",0.9307,0.925503584677967,0.935562318945525
0.4,800,19,"bcaCI","mu",0.9316,0.926433228763274,0.936431956556191
0.4,800,19,"propCI","mu",0.9326,0.92746645529104,0.93739793132623
