"phi","n","blksize","CI","target","cov","LB","UB"
0.4,1600,24,"ctrCI","mu",0.934,0.928913494533155,0.938749772821137
0.4,1600,24,"bcCI","mu",0.9332,0.928086539555322,0.937977367535128
0.4,1600,24,"bcaCI","mu",0.9331,0.927983184371631,0.937880802656161
0.4,1600,24,"propCI","mu",0.9349,0.929844063151603,0.939618483983526
0.4,200,12,"stdCI","mu",0.9031,0.89709494678146,0.908792805484523
0.4,200,12,"stuCI","mu",0.924,0.918590215847038,0.929081020915243
0.4,200,12,"pctCI","mu",0.9017,0.895658326015954,0.907430527648115
0.4,200,12,"ctrCI","mu",0.8982,0.892068347961317,0.904023257075602
0.4,200,12,"bcCI","mu",0.9016,0.895555724223389,0.907333208092881
0.4,200,12,"bcaCI","mu",0.901,0.894940152230874,0.906749251946085
0.4,200,12,"propCI","mu",0.9015,0.89545312428084,0.90723588668512
0.4,200,6,"stdCI","mu",0.9133,0.907573411207596,0.918706299882552
0.4,200,6,"stuCI","mu",0.9246,0.919208820710553,0.929661939401593
0.4,200,6,"pctCI","mu",0.9127,0.906956432407837,0.918123752589372
0.4,200,6,"ctrCI","mu",0.9065,0.900585438403138,0.912099636872803
0.4,200,6,"bcCI","mu",0.9148,0.909116205303321,0.920162320473761
0.4,200,6,"bcaCI","mu",0.9155,0.909836348092138,0.920841624264948
0.4,200,6,"propCI","mu",0.914,0.908293319658834,0.919385838383384
0.4,3200,15,"stdCI","mu",0.9391,0.934190285362793,0.943668892955268
0.4,3200,15,"stuCI","mu",0.9403,0.935433194277224,0.944825018960558
0.4,3200,15,"pctCI","mu",0.9377,0.932740873695425,0.942319429057636
0.4,3200,15,"ctrCI","mu",0.9376,0.932637370479841,0.942223012530722
0.4,3200,15,"bcCI","mu",0.9381,0.933154921213875,0.942705060431186
0.4,3200,15,"bcaCI","mu",0.9386,0.933672559176654,0.943187020905572
0.4,3200,15,"propCI","mu",0.9379,0.932947890507844,0.942512251706878
0.4,3200,30,"stdCI","mu",0.9456,0.940929246178648,0.949924688836119
0.4,3200,30,"stuCI","mu",0.9486,0.944045333198836,0.952806167061641
0.4,3200,30,"pctCI","mu",0.9425,0.937713244470407,0.94694319617824
0.4,3200,30,"ctrCI","mu",0.9428,0.93802430329525,0.947231895290866
0.4,3200,30,"bcCI","mu",0.9433,0.938542812746415,0.947712982209688
0.4,3200,30,"bcaCI","mu",0.9423,0.937505891280556,0.946750710695684
0.4,3200,30,"propCI","mu",0.943,0.938231695316172,0.947424341847017
0.4,400,15,"stdCI","mu",0.9277,0.922406491689656,0.932661802871465
0.4,400,15,"stuCI","mu",0.9387,0.933776097323833,0.943283402421796
0.4,400,15,"pctCI","mu",0.9247,0.919311930782191,0.929758749871392
0.4,400,15,"ctrCI","mu",0.9234,0.917971705495527,0.928500007745771
0.4,400,15,"bcCI","mu",0.9247,0.919311930782191,0.929758749871392
0.4,400,15,"bcaCI","mu",0.9235,0.918074784034103,0.928596849805768
0.4,400,15,"propCI","mu",0.9249,0.919518158906995,0.92995236281486
0.4,400,8,"stdCI","mu",0.927,0.921684206298857,0.931984645432429
0.4,400,8,"stuCI","mu",0.9328,0.927673137581544,0.937591089219285
0.4,400,8,"pctCI","mu",0.9251,0.919724397706335,0.93014596506421
0.4,400,8,"ctrCI","mu",0.9221,0.916631919152748,0.927240825888281
0.4,400,8,"bcCI","mu",0.9264,0.92106521282771,0.931404116272995
0.4,400,8,"bcaCI","mu",0.9261,0.920755753203096,0.931113814512622
0.4,400,8,"propCI","mu",0.9253,0.919930647219436,0.93033955658009
0.4,800,10,"stdCI","mu",0.9324,0.927259785396326,0.937204761011804
0.4,800,10,"stuCI","mu",0.9372,0.93222339204149,0.94183731192201
0.4,800,10,"pctCI","mu",0.9291,0.92385147771668,0.934015701707246
0.4,800,10,"ctrCI","mu",0.9291,0.92385147771668,0.934015701707246
0.4,800,10,"bcCI","mu",0.9294,0.924161190729942,0.934305749593921
0.4,800,10,"bcaCI","mu",0.9311,0.925916729748925,0.935948854688973
0.4,800,10,"propCI","mu",0.9289,0.923645016829114,0.933822321966605
0.4,800,19,"stdCI","mu",0.9325,0.927363118797398,0.937301347718488
0.4,800,19,"stuCI","mu",0.9404,0.935536793674388,0.944921339084768
0.4,800,19,"pctCI","mu",0.9306,0.925400305879543,0.935465677525369
0.4,800,19,"ctrCI","mu",0.9294,0.924161190729942,0.934305749593921
0.4,800,19,"bcCI","mu",0.9302,0.924987220384623,0.935079082086683
0.4,800,19,"bcaCI","mu",0.9314,0.926226620091641,0.936238724893542
0.4,800,19,"propCI","mu",0.931,0.925813438987613,0.935852225255715
