"phi","n","blksize","CI","target","cov","LB","UB"
0.4,1600,12,"pctCI","sigma",0.9258,0.92044631813466,0.930823488150226
0.4,1600,12,"ctrCI","sigma",0.9269,0.921581033813457,0.931887897492422
0.4,1600,12,"bcCI","sigma",0.9269,0.921581033813457,0.931887897492422
0.4,1600,12,"bcaCI","sigma",0.9275,0.922200110454914,0.932468343324294
0.4,1600,12,"propCI","sigma",0.9262,0.92085890367605,0.931210584506447
0.4,1600,24,"stdCI","sigma",0.9258,0.92044631813466,0.930823488150226
0.4,1600,24,"stuCI","sigma",0.9305,0.925297030056914,0.935369033123467
0.4,1600,24,"pctCI","sigma",0.9225,0.917044114962956,0.927628312683194
0.4,1600,24,"ctrCI","sigma",0.9244,0.919002608524568,0.929468310490177
0.4,1600,24,"bcCI","sigma",0.9237,0.918280948921191,0.928790526101781
0.4,1600,24,"bcaCI","sigma",0.9256,0.920240041663835,0.930629923641919
0.4,1600,24,"propCI","sigma",0.9233,0.917868629554041,0.928403163084021
0.4,200,12,"stdCI","sigma",0.8584,0.851378106816564,0.865144629884595
0.4,200,12,"stuCI","sigma",0.8818,0.875274125633571,0.888030337291109
0.4,200,12,"pctCI","sigma",0.8463,0.839047382423989,0.853284779799779
0.4,200,12,"ctrCI","sigma",0.8597,0.852703870502043,0.866417852702742
0.4,200,12,"bcCI","sigma",0.8576,0.850562349353985,0.864361010951249
0.4,200,12,"bcaCI","sigma",0.8707,0.863930011252064,0.877183128714947
0.4,200,12,"propCI","sigma",0.8546,0.8475039081082,0.861421790145731
0.4,200,6,"stdCI","sigma",0.8664,0.859539834229396,0.872976662678875
0.4,200,6,"stuCI","sigma",0.8761,0.869446661600605,0.88246225929699
0.4,200,6,"pctCI","sigma",0.8554,0.848319393075445,0.86220568181147
0.4,200,6,"ctrCI","sigma",0.866,0.85913156389514,0.872585245173152
0.4,200,6,"bcCI","sigma",0.8664,0.859539834229396,0.872976662678875
0.4,200,6,"bcaCI","sigma",0.8773,0.870673117806318,0.883634864972708
0.4,200,6,"propCI","sigma",0.8638,0.856886428967396,0.870432096649934
0.4,3200,15,"stdCI","sigma",0.9349,0.929844063151603,0.939618483983526
0.4,3200,15,"stuCI","sigma",0.9368,0.931809468314844,0.94145155647973
0.4,3200,15,"pctCI","sigma",0.934,0.928913494533155,0.938749772821137
0.4,3200,15,"ctrCI","sigma",0.9334,0.928293259342245,0.938170487853883
0.4,3200,15,"bcCI","sigma",0.9349,0.929844063151603,0.939618483983526
0.4,3200,15,"bcaCI","sigma",0.9381,0.933154921213875,0.942705060431186
0.4,3200,15,"propCI","sigma",0.9347,0.929637247536826,0.939425459695112
0.4,3200,30,"stdCI","sigma",0.9357,0.930671456259703,0.940390450207315
0.4,3200,30,"stuCI","sigma",0.9382,0.93325844179659,0.942801459551817
0.4,3200,30,"pctCI","sigma",0.9332,0.928086539555322,0.937977367535128
0.4,3200,30,"ctrCI","sigma",0.9335,0.928396623958577,0.938267043280522
0.4,3200,30,"bcCI","sigma",0.9349,0.929844063151603,0.939618483983526
0.4,3200,30,"bcaCI","sigma",0.9321,0.926949803685158,0.936914982361705
0.4,3200,30,"propCI","sigma",0.934,0.928913494533155,0.938749772821137
0.4,400,15,"stdCI","sigma",0.9006,0.894529807637335,0.906359911063855
0.4,400,15,"stuCI","sigma",0.9121,0.906339531835904,0.91754112694686
0.4,400,15,"pctCI","sigma",0.8959,0.889710405390582,0.901783006135115
0.4,400,15,"ctrCI","sigma",0.8986,0.89247851963719,0.904412771104947
0.4,400,15,"bcCI","sigma",0.9014,0.895350526185802,0.907138563427343
0.4,400,15,"bcaCI","sigma",0.904,0.898018683706471,0.909668360249028
0.4,400,15,"propCI","sigma",0.8996,0.893504073580771,0.905386431260381
0.4,400,8,"stdCI","sigma",0.9035,0.897505477528693,0.909181959959006
0.4,400,8,"stuCI","sigma",0.9099,0.904078220817679,0.915404174171666
0.4,400,8,"pctCI","sigma",0.8988,0.892683616130871,0.904607517449907
0.4,400,8,"ctrCI","sigma",0.9027,0.896684446248108,0.908403620754424
0.4,400,8,"bcCI","sigma",0.9057,0.899763944288022,0.911321761153618
0.4,400,8,"bcaCI","sigma",0.9093,0.903461675956004,0.914821192278061
0.4,400,8,"propCI","sigma",0.9028,0.896787068557996,0.908500919764289
0.4,800,10,"stdCI","sigma",0.92,0.914468550801288,0.925205859409583
0.4,800,10,"stuCI","sigma",0.9233,0.917868629554041,0.928403163084021
0.4,800,10,"pctCI","sigma",0.9157,0.910042123561099,0.921035690643226
0.4,800,10,"ctrCI","sigma",0.9178,0.91220332196098,0.923072830733893
0.4,800,10,"bcCI","sigma",0.9197,0.914159587193405,0.924915060745264
0.4,800,10,"bcaCI","sigma",0.921,0.915498589195063,0.926175028315643
0.4,800,10,"propCI","sigma",0.9179,0.912306261827733,0.92316981170541
0.4,800,19,"stdCI","sigma",0.912,0.906236722628533,0.917444015106821
0.4,800,19,"stuCI","sigma",0.92,0.914468550801288,0.925205859409583
0.4,800,19,"pctCI","sigma",0.9081,0.902228808452123,0.913655005941472
0.4,800,19,"ctrCI","sigma",0.9113,0.905517118181774,0.91676417212957
0.4,800,19,"bcCI","sigma",0.9133,0.907573411207596,0.918706299882552
0.4,800,19,"bcaCI","sigma",0.9149,0.909219076078089,0.92025937064983
0.4,800,19,"propCI","sigma",0.9096,0.903769939058827,0.915112692566811
